날짜,실거래가(평균),나스닥,다우존스,코스피,지가변동률,동행지수,소비자물가지수,생산자물가,거래량
2014년 06월 05일,567.6,4296.2,16836.11,2008.56,0.181,101.7,93.32,104.61,175
2014년 06월 06일,567.6,4321.4,16924.28,1995.48,0.181,101.7,93.32,104.61,175
2014년 06월 09일,567.6,4336.2,16943.1,1990.04,0.181,101.7,93.32,104.61,175
2014년 06월 10일,567.6,4338,16945.92,2011.8,0.181,101.7,93.32,104.61,175
2014년 06월 11일,567.6,4331.9,16843.88,2014.67,0.181,101.7,93.32,104.61,175
2014년 06월 12일,567.6,4297.6,16734.19,2011.65,0.181,101.7,93.32,104.61,175
2014년 06월 13일,567.6,4310.6,16775.74,1990.85,0.181,101.7,93.32,104.61,175
2014년 06월 16일,567.6,4321.1,16781.01,1993.59,0.181,101.7,93.32,104.61,175
2014년 06월 17일,567.6,4337.2,16808.49,2001.55,0.181,101.7,93.32,104.61,175
2014년 06월 18일,567.6,4362.8,16906.62,1989.49,0.181,101.7,93.32,104.61,175
2014년 06월 19일,567.6,4359.3,16921.46,1992.03,0.181,101.7,93.32,104.61,175
2014년 06월 20일,567.6,4368,16947.08,1968.07,0.181,101.7,93.32,104.61,175
2014년 06월 23일,567.6,4368.7,16937.26,1974.92,0.181,101.7,93.32,104.61,175
2014년 06월 24일,567.6,4350.4,16818.13,1994.35,0.181,101.7,93.32,104.61,175
2014년 06월 25일,567.6,4379.8,16867.51,1981.77,0.181,101.7,93.32,104.61,175
2014년 06월 26일,567.6,4379,16846.13,1995.05,0.181,101.7,93.32,104.61,175
2014년 06월 27일,567.6,4397.9,16851.84,1988.51,0.181,101.7,93.32,104.61,175
2014년 06월 30일,567.6,4408.2,16826.6,2002.21,0.181,101.7,93.32,104.61,175
2014년 07월 01일,583,4458.6,16956.07,1999,0.207,101.9,93.516,104.69,208
2014년 07월 02일,583,4457.7,16976.24,1999,0.207,101.9,93.516,104.69,208
2014년 07월 03일,583,4485.9,17068.26,1999,0.207,101.9,93.516,104.69,208
2014년 07월 07일,583,4451.5,17024.21,1999,0.207,101.9,93.516,104.69,208
2014년 07월 08일,583,4391.5,16906.62,1999,0.207,101.9,93.516,104.69,208
2014년 07월 09일,583,4419,16985.61,2015.28,0.207,101.9,93.516,104.69,208
2014년 07월 10일,583,4396.2,16915.07,2010.97,0.207,101.9,93.516,104.69,208
2014년 07월 11일,583,4415.5,16943.81,2009.66,0.207,101.9,93.516,104.69,208
2014년 07월 14일,583,4440.4,17055.42,2005.12,0.207,101.9,93.516,104.69,208
2014년 07월 15일,583,4416.4,17060.68,2006.66,0.207,101.9,93.516,104.69,208
2014년 07월 16일,583,4426,17138.2,2000.5,0.207,101.9,93.516,104.69,208
2014년 07월 17일,583,4363.5,16976.81,2002.84,0.207,101.9,93.516,104.69,208
2014년 07월 18일,583,4432.1,17100.18,1988.74,0.207,101.9,93.516,104.69,208
2014년 07월 21일,583,4424.7,17051.73,1993.88,0.207,101.9,93.516,104.69,208
2014년 07월 22일,583,4456,17113.54,2012.72,0.207,101.9,93.516,104.69,208
2014년 07월 23일,583,4473.7,17086.63,2013.48,0.207,101.9,93.516,104.69,208
2014년 07월 24일,583,4472.1,17083.8,2020.9,0.207,101.9,93.516,104.69,208
2014년 07월 25일,583,4449.6,16960.57,2019.42,0.207,101.9,93.516,104.69,208
2014년 07월 28일,583,4444.9,16982.59,2018.5,0.207,101.9,93.516,104.69,208
2014년 07월 29일,583,4442.7,16912.11,2028.93,0.207,101.9,93.516,104.69,208
2014년 07월 30일,583,4462.9,16880.36,2028.32,0.207,101.9,93.516,104.69,208
2014년 07월 31일,583,4369.8,16563.3,2026.62,0.207,101.9,93.516,104.69,208
2014년 08월 01일,593.3,4352.6,16493.37,2033.85,0.186,101.8,93.746,104.58,289
2014년 08월 04일,593.3,4383.9,16569.28,2048.81,0.186,101.8,93.746,104.58,289
2014년 08월 05일,593.3,4352.8,16429.47,2061.97,0.186,101.8,93.746,104.58,289
2014년 08월 06일,593.3,4355,16443.34,2082.61,0.186,101.8,93.746,104.58,289
2014년 08월 07일,593.3,4335,16368.27,2076.12,0.186,101.8,93.746,104.58,289
2014년 08월 08일,593.3,4370.9,16553.93,2073.1,0.186,101.8,93.746,104.58,289
2014년 08월 11일,593.3,4401.3,16569.98,2080.42,0.186,101.8,93.746,104.58,289
2014년 08월 12일,593.3,4389.3,16560.54,2066.26,0.186,101.8,93.746,104.58,289
2014년 08월 13일,593.3,4434.1,16651.8,2060.73,0.186,101.8,93.746,104.58,289
2014년 08월 14일,593.3,4453,16713.58,2054.51,0.186,101.8,93.746,104.58,289
2014년 08월 15일,593.3,4464.9,16662.91,2031.1,0.186,101.8,93.746,104.58,289
2014년 08월 18일,593.3,4508.3,16838.74,2039.37,0.186,101.8,93.746,104.58,289
2014년 08월 19일,593.3,4527.5,16919.59,2041.47,0.186,101.8,93.746,104.58,289
2014년 08월 20일,593.3,4526.5,16979.13,2062.36,0.186,101.8,93.746,104.58,289
2014년 08월 21일,593.3,4532.1,17039.49,2063.22,0.186,101.8,93.746,104.58,289
2014년 08월 22일,593.3,4538.5,17001.22,2053.13,0.186,101.8,93.746,104.58,289
2014년 08월 25일,593.3,4557.4,17076.87,2071.14,0.186,101.8,93.746,104.58,289
2014년 08월 26일,593.3,4570.6,17106.7,2072.78,0.186,101.8,93.746,104.58,289
2014년 08월 27일,593.3,4569.6,17122.01,2044.21,0.186,101.8,93.746,104.58,289
2014년 08월 28일,593.3,4557.7,17079.57,2056.7,0.186,101.8,93.746,104.58,289
2014년 08월 29일,593.3,4580.3,17098.45,2060.89,0.186,101.8,93.746,104.58,289
2014년 09월 02일,583,4598.2,17067.56,2068.05,0.294,101.8,93.652,104.2,327
2014년 09월 03일,583,4572.6,17078.28,2074.93,0.294,101.8,93.652,104.2,327
2014년 09월 04일,583,4562.3,17069.58,2075.76,0.294,101.8,93.652,104.2,327
2014년 09월 05일,583,4582.9,17137.36,2068.54,0.294,101.8,93.652,104.2,327
2014년 09월 08일,583,4592.3,17111.42,2067.86,0.294,101.8,93.652,104.2,327
2014년 09월 09일,583,4552.3,17013.87,2051.58,0.294,101.8,93.652,104.2,327
2014년 09월 10일,583,4586.5,17068.71,2051.2,0.294,101.8,93.652,104.2,327
2014년 09월 11일,583,4591.8,17049,2056.26,0.294,101.8,93.652,104.2,327
2014년 09월 12일,583,4567.6,16987.51,2049.41,0.294,101.8,93.652,104.2,327
2014년 09월 15일,583,4518.9,17031.14,2034.16,0.294,101.8,93.652,104.2,327
2014년 09월 16일,583,4552.8,17131.97,2041.86,0.294,101.8,93.652,104.2,327
2014년 09월 17일,583,4562.2,17156.85,2035.82,0.294,101.8,93.652,104.2,327
2014년 09월 18일,583,4593.4,17265.99,2042.92,0.294,101.8,93.652,104.2,327
2014년 09월 19일,583,4579.8,17279.74,2062.61,0.294,101.8,93.652,104.2,327
2014년 09월 22일,583,4527.7,17172.68,2047.74,0.294,101.8,93.652,104.2,327
2014년 09월 23일,583,4508.7,17055.87,2053.82,0.294,101.8,93.652,104.2,327
2014년 09월 24일,583,4555.2,17210.06,2039.27,0.294,101.8,93.652,104.2,327
2014년 09월 25일,583,4466.8,16945.8,2028.91,0.294,101.8,93.652,104.2,327
2014년 09월 26일,583,4512.2,17113.15,2035.64,0.294,101.8,93.652,104.2,327
2014년 09월 29일,583,4505.9,17071.22,2034.11,0.294,101.8,93.652,104.2,327
2014년 09월 30일,583,4493.4,17042.9,2031.64,0.294,101.8,93.652,104.2,327
2014년 10월 01일,580.3,4422.1,16804.71,2026.6,0.29,101.3,93.38,103.47,270
2014년 10월 02일,580.3,4430.2,16801.05,2020.09,0.29,101.3,93.38,103.47,270
2014년 10월 03일,580.3,4475.6,17009.69,1991.54,0.29,101.3,93.38,103.47,270
2014년 10월 06일,580.3,4454.8,16991.91,1976.16,0.29,101.3,93.38,103.47,270
2014년 10월 07일,580.3,4385.2,16719.39,1968.39,0.29,101.3,93.38,103.47,270
2014년 10월 08일,580.3,4468.6,16994.22,1972.91,0.29,101.3,93.38,103.47,270
2014년 10월 09일,580.3,4378.3,16659.25,1965.25,0.29,101.3,93.38,103.47,270
2014년 10월 10일,580.3,4276.2,16544.1,1940.92,0.29,101.3,93.38,103.47,270
2014년 10월 13일,580.3,4213.7,16321.07,1927.21,0.29,101.3,93.38,103.47,270
2014년 10월 14일,580.3,4227.2,16315.19,1929.25,0.29,101.3,93.38,103.47,270
2014년 10월 15일,580.3,4215.3,16141.74,1925.91,0.29,101.3,93.38,103.47,270
2014년 10월 16일,580.3,4217.4,16117.24,1918.83,0.29,101.3,93.38,103.47,270
2014년 10월 17일,580.3,4258.4,16380.41,1900.66,0.29,101.3,93.38,103.47,270
2014년 10월 20일,580.3,4316.1,16399.67,1930.06,0.29,101.3,93.38,103.47,270
2014년 10월 21일,580.3,4419.5,16614.81,1915.28,0.29,101.3,93.38,103.47,270
2014년 10월 22일,580.3,4382.9,16461.32,1936.97,0.29,101.3,93.38,103.47,270
2014년 10월 23일,580.3,4452.8,16677.9,1931.65,0.29,101.3,93.38,103.47,270
2014년 10월 24일,580.3,4483.7,16805.41,1925.69,0.29,101.3,93.38,103.47,270
2014년 10월 27일,580.3,4485.9,16817.94,1931.97,0.29,101.3,93.38,103.47,270
2014년 10월 28일,580.3,4564.3,17005.75,1925.68,0.29,101.3,93.38,103.47,270
2014년 10월 29일,580.3,4549.2,16974.31,1961.17,0.29,101.3,93.38,103.47,270
2014년 10월 30일,580.3,4566.1,17195.42,1958.93,0.29,101.3,93.38,103.47,270
2014년 10월 31일,580.3,4630.7,17390.52,1964.43,0.29,101.3,93.38,103.47,270
2014년 11월 03일,567.6,4638.9,17366.24,1952.97,0.198,100.9,93.268,103.15,198
2014년 11월 04일,567.6,4623.6,17383.84,1935.19,0.198,100.9,93.268,103.15,198
2014년 11월 05일,567.6,4620.7,17484.53,1931.43,0.198,100.9,93.268,103.15,198
2014년 11월 06일,567.6,4638.5,17554.47,1936.48,0.198,100.9,93.268,103.15,198
2014년 11월 07일,567.6,4632.5,17573.93,1939.87,0.198,100.9,93.268,103.15,198
2014년 11월 10일,567.6,4651.6,17613.74,1958.23,0.198,100.9,93.268,103.15,198
2014년 11월 11일,567.6,4660.6,17614.9,1963,0.198,100.9,93.268,103.15,198
2014년 11월 12일,567.6,4675.1,17612.2,1967.27,0.198,100.9,93.268,103.15,198
2014년 11월 13일,567.6,4680.1,17652.79,1960.51,0.198,100.9,93.268,103.15,198
2014년 11월 14일,567.6,4688.5,17634.74,1945.14,0.198,100.9,93.268,103.15,198
2014년 11월 17일,567.6,4671,17647.75,1943.63,0.198,100.9,93.268,103.15,198
2014년 11월 18일,567.6,4702.4,17687.82,1967.01,0.198,100.9,93.268,103.15,198
2014년 11월 19일,567.6,4675.7,17685.73,1966.87,0.198,100.9,93.268,103.15,198
2014년 11월 20일,567.6,4701.9,17719,1958.04,0.198,100.9,93.268,103.15,198
2014년 11월 21일,567.6,4713,17810.06,1964.84,0.198,100.9,93.268,103.15,198
2014년 11월 24일,567.6,4754.9,17817.9,1978.54,0.198,100.9,93.268,103.15,198
2014년 11월 25일,567.6,4758.3,17814.94,1980.21,0.198,100.9,93.268,103.15,198
2014년 11월 26일,567.6,4787.3,17827.75,1980.84,0.198,100.9,93.268,103.15,198
2014년 11월 28일,567.6,4791.6,17828.24,1982.09,0.198,100.9,93.268,103.15,198
2014년 12월 01일,589.2,4727.4,17776.8,1980.78,0.176,100.6,93.38,102.14,203
2014년 12월 02일,589.2,4755.8,17879.55,1965.22,0.176,100.6,93.38,102.14,203
2014년 12월 03일,589.2,4774.5,17912.62,1965.83,0.176,100.6,93.38,102.14,203
2014년 12월 04일,589.2,4769.4,17900.1,1969.91,0.176,100.6,93.38,102.14,203
2014년 12월 05일,589.2,4780.8,17958.79,1986.61,0.176,100.6,93.38,102.14,203
2014년 12월 08일,589.2,4740.7,17852.48,1986.62,0.176,100.6,93.38,102.14,203
2014년 12월 09일,589.2,4766.5,17801.2,1978.95,0.176,100.6,93.38,102.14,203
2014년 12월 10일,589.2,4684,17533.15,1970.95,0.176,100.6,93.38,102.14,203
2014년 12월 11일,589.2,4708.2,17596.34,1945.56,0.176,100.6,93.38,102.14,203
2014년 12월 12일,589.2,4653.6,17280.83,1916.59,0.176,100.6,93.38,102.14,203
2014년 12월 15일,589.2,4605.2,17180.84,1921.71,0.176,100.6,93.38,102.14,203
2014년 12월 16일,589.2,4547.8,17068.87,1920.36,0.176,100.6,93.38,102.14,203
2014년 12월 17일,589.2,4644.3,17356.87,1904.13,0.176,100.6,93.38,102.14,203
2014년 12월 18일,589.2,4748.4,17778.15,1900.16,0.176,100.6,93.38,102.14,203
2014년 12월 19일,589.2,4765.4,17804.8,1897.5,0.176,100.6,93.38,102.14,203
2014년 12월 22일,589.2,4781.4,17959.44,1929.98,0.176,100.6,93.38,102.14,203
2014년 12월 23일,589.2,4765.4,18024.17,1943.12,0.176,100.6,93.38,102.14,203
2014년 12월 24일,589.2,4773.5,18030.21,1939.02,0.176,100.6,93.38,102.14,203
2014년 12월 26일,589.2,4806.9,18053.71,1946.61,0.176,100.6,93.38,102.14,203
2014년 12월 29일,589.2,4806.9,18038.23,1948.16,0.176,100.6,93.38,102.14,203
2014년 12월 30일,589.2,4777.4,17983.07,1927.86,0.176,100.6,93.38,102.14,203
2014년 12월 31일,589.2,4736,17823.07,1915.59,0.176,100.6,93.38,102.14,203
2015년 01월 02일,585.2,4726.8,17832.99,1926.44,0.173,100,93.989,100.89,310
2015년 01월 05일,585.2,4652.6,17501.65,1926.44,0.173,100,93.989,100.89,310
2015년 01월 06일,585.2,4592.7,17371.64,1926.44,0.173,100,93.989,100.89,310
2015년 01월 07일,585.2,4650.5,17584.52,1915.75,0.173,100,93.989,100.89,310
2015년 01월 08일,585.2,4736.2,17907.87,1882.45,0.173,100,93.989,100.89,310
2015년 01월 09일,585.2,4704.1,17737.37,1883.83,0.173,100,93.989,100.89,310
2015년 01월 12일,585.2,4664.7,17640.84,1904.65,0.173,100,93.989,100.89,310
2015년 01월 13일,585.2,4661.5,17613.68,1924.7,0.173,100,93.989,100.89,310
2015년 01월 14일,585.2,4639.3,17427.09,1920.95,0.173,100,93.989,100.89,310
2015년 01월 15일,585.2,4570.8,17320.71,1917.14,0.173,100,93.989,100.89,310
2015년 01월 16일,585.2,4634.4,17511.57,1913.66,0.173,100,93.989,100.89,310
2015년 01월 20일,585.2,4654.9,17515.23,1914.14,0.173,100,93.989,100.89,310
2015년 01월 21일,585.2,4667.4,17554.28,1888.13,0.173,100,93.989,100.89,310
2015년 01월 22일,585.2,4750.4,17813.98,1902.62,0.173,100,93.989,100.89,310
2015년 01월 23일,585.2,4757.9,17672.6,1918.31,0.173,100,93.989,100.89,310
2015년 01월 26일,585.2,4771.8,17678.7,1921.23,0.173,100,93.989,100.89,310
2015년 01월 27일,585.2,4681.5,17387.21,1920.82,0.173,100,93.989,100.89,310
2015년 01월 28일,585.2,4638,17191.37,1936.09,0.173,100,93.989,100.89,310
2015년 01월 29일,585.2,4683.4,17416.85,1935.68,0.173,100,93.989,100.89,310
2015년 01월 30일,585.2,4635.2,17164.95,1952.4,0.173,100,93.989,100.89,310
2015년 02월 02일,589.2,4676.7,17361.04,1961.58,0.183,100.1,94.055,100.96,351
2015년 02월 03일,589.2,4727.7,17666.4,1951.02,0.183,100.1,94.055,100.96,351
2015년 02월 04일,589.2,4716.7,17673.02,1949.26,0.183,100.1,94.055,100.96,351
2015년 02월 05일,589.2,4765.1,17884.88,1952.68,0.183,100.1,94.055,100.96,351
2015년 02월 06일,589.2,4744.4,17824.29,1951.96,0.183,100.1,94.055,100.96,351
2015년 02월 09일,589.2,4726,17729.21,1962.79,0.183,100.1,94.055,100.96,351
2015년 02월 10일,589.2,4787.6,17868.76,1952.84,0.183,100.1,94.055,100.96,351
2015년 02월 11일,589.2,4801.2,17862.14,1955.52,0.183,100.1,94.055,100.96,351
2015년 02월 12일,589.2,4857.6,17972.38,1947,0.183,100.1,94.055,100.96,351
2015년 02월 13일,589.2,4893.8,18019.35,1935.86,0.183,100.1,94.055,100.96,351
2015년 02월 17일,589.2,4899.3,18047.58,1945.7,0.183,100.1,94.055,100.96,351
2015년 02월 18일,589.2,4906.4,18029.85,1941.63,0.183,100.1,94.055,100.96,351
2015년 02월 19일,589.2,4924.7,17985.77,1957.5,0.183,100.1,94.055,100.96,351
2015년 02월 20일,589.2,4956,18140.44,1958.23,0.183,100.1,94.055,100.96,351
2015년 02월 23일,589.2,4961,18116.84,1961.45,0.183,100.1,94.055,100.96,351
2015년 02월 24일,589.2,4968.1,18209.19,1968.39,0.183,100.1,94.055,100.96,351
2015년 02월 25일,589.2,4967.1,18224.57,1976.12,0.183,100.1,94.055,100.96,351
2015년 02월 26일,589.2,4987.9,18214.42,1990.47,0.183,100.1,94.055,100.96,351
2015년 02월 27일,589.2,4963.5,18132.7,1993.08,0.183,100.1,94.055,100.96,351
2015년 03월 02일,590.8,5008.1,18288.63,1985.8,0.213,99.8,93.97,100.84,501
2015년 03월 03일,590.8,4979.9,18203.37,1996.81,0.213,99.8,93.97,100.84,501
2015년 03월 04일,590.8,4967.1,18096.9,2001.38,0.213,99.8,93.97,100.84,501
2015년 03월 05일,590.8,4982.8,18135.72,1998.29,0.213,99.8,93.97,100.84,501
2015년 03월 06일,590.8,4927.4,17856.78,1998.38,0.213,99.8,93.97,100.84,501
2015년 03월 09일,590.8,4942.4,17995.72,2012.94,0.213,99.8,93.97,100.84,501
2015년 03월 10일,590.8,4859.8,17662.94,1992.82,0.213,99.8,93.97,100.84,501
2015년 03월 11일,590.8,4849.9,17635.39,1984.77,0.213,99.8,93.97,100.84,501
2015년 03월 12일,590.8,4893.3,17895.22,1980.83,0.213,99.8,93.97,100.84,501
2015년 03월 13일,590.8,4871.8,17749.31,1970.59,0.213,99.8,93.97,100.84,501
2015년 03월 16일,590.8,4929.5,17977.42,1985.79,0.213,99.8,93.97,100.84,501
2015년 03월 17일,590.8,4937.4,17849.08,1987.33,0.213,99.8,93.97,100.84,501
2015년 03월 18일,590.8,4982.8,18076.19,2029.91,0.213,99.8,93.97,100.84,501
2015년 03월 19일,590.8,4992.4,17959.03,2028.45,0.213,99.8,93.97,100.84,501
2015년 03월 20일,590.8,5026.4,18127.65,2037.89,0.213,99.8,93.97,100.84,501
2015년 03월 23일,590.8,5011,18116.04,2037.24,0.213,99.8,93.97,100.84,501
2015년 03월 24일,590.8,4994.7,18011.14,2036.59,0.213,99.8,93.97,100.84,501
2015년 03월 25일,590.8,4876.5,17718.54,2041.37,0.213,99.8,93.97,100.84,501
2015년 03월 26일,590.8,4863.4,17678.23,2042.81,0.213,99.8,93.97,100.84,501
2015년 03월 27일,590.8,4891.2,17712.66,2022.56,0.213,99.8,93.97,100.84,501
2015년 03월 30일,590.8,4947.4,17976.31,2019.8,0.213,99.8,93.97,100.84,501
2015년 03월 31일,590.8,4900.9,17776.12,2030.04,0.213,99.8,93.97,100.84,501
2015년 04월 01일,601.2,4880.2,17698.18,2041.03,0.228,100,94.122,100.8,395
2015년 04월 02일,601.2,4886.9,17763.24,2028.45,0.228,100,94.122,100.8,395
2015년 04월 06일,601.2,4917.3,17880.85,2029.07,0.228,100,94.122,100.8,395
2015년 04월 07일,601.2,4910.2,17875.42,2045.42,0.228,100,94.122,100.8,395
2015년 04월 08일,601.2,4950.8,17902.51,2046.43,0.228,100,94.122,100.8,395
2015년 04월 09일,601.2,4974.6,17958.73,2047.03,0.228,100,94.122,100.8,395
2015년 04월 10일,601.2,4996,18057.65,2059.26,0.228,100,94.122,100.8,395
2015년 04월 13일,601.2,4988.3,17977.04,2058.87,0.228,100,94.122,100.8,395
2015년 04월 14일,601.2,4977.3,18036.7,2087.76,0.228,100,94.122,100.8,395
2015년 04월 15일,601.2,5011,18112.61,2098.92,0.228,100,94.122,100.8,395
2015년 04월 16일,601.2,5007.8,18105.77,2111.72,0.228,100,94.122,100.8,395
2015년 04월 17일,601.2,4931.8,17826.3,2119.96,0.228,100,94.122,100.8,395
2015년 04월 20일,601.2,4994.6,18034.93,2139.9,0.228,100,94.122,100.8,395
2015년 04월 21일,601.2,5014.1,17949.59,2143.5,0.228,100,94.122,100.8,395
2015년 04월 22일,601.2,5035.2,18038.27,2146.71,0.228,100,94.122,100.8,395
2015년 04월 23일,601.2,5056.1,18058.69,2144.79,0.228,100,94.122,100.8,395
2015년 04월 24일,601.2,5092.1,18080.14,2143.89,0.228,100,94.122,100.8,395
2015년 04월 27일,601.2,5060.3,18037.97,2173.41,0.228,100,94.122,100.8,395
2015년 04월 28일,601.2,5055.4,18110.14,2159.8,0.228,100,94.122,100.8,395
2015년 04월 29일,601.2,5023.6,18035.53,2157.54,0.228,100,94.122,100.8,395
2015년 04월 30일,601.2,4941.4,17840.52,2147.67,0.228,100,94.122,100.8,395
2015년 05월 01일,608.9,5005.4,18024.06,2142.63,0.229,100,94.301,100.87,328
2015년 05월 04일,608.9,5016.9,18070.4,2127.17,0.229,100,94.301,100.87,328
2015년 05월 05일,608.9,4939.3,17928.2,2132.23,0.229,100,94.301,100.87,328
2015년 05월 06일,608.9,4919.6,17841.98,2104.58,0.229,100,94.301,100.87,328
2015년 05월 07일,608.9,4945.5,17924.06,2091,0.229,100,94.301,100.87,328
2015년 05월 08일,608.9,5003.5,18191.11,2085.52,0.229,100,94.301,100.87,328
2015년 05월 11일,608.9,4993.6,18105.17,2097.38,0.229,100,94.301,100.87,328
2015년 05월 12일,608.9,4976.2,18068.23,2096.77,0.229,100,94.301,100.87,328
2015년 05월 13일,608.9,4981.7,18060.49,2114.16,0.229,100,94.301,100.87,328
2015년 05월 14일,608.9,5050.8,18252.24,2120.33,0.229,100,94.301,100.87,328
2015년 05월 15일,608.9,5048.3,18272.56,2106.5,0.229,100,94.301,100.87,328
2015년 05월 18일,608.9,5078.4,18298.88,2113.72,0.229,100,94.301,100.87,328
2015년 05월 19일,608.9,5070,18312.39,2120.85,0.229,100,94.301,100.87,328
2015년 05월 20일,608.9,5071.7,18285.4,2139.54,0.229,100,94.301,100.87,328
2015년 05월 21일,608.9,5090.8,18285.74,2122.81,0.229,100,94.301,100.87,328
2015년 05월 22일,608.9,5089.4,18232.02,2146.1,0.229,100,94.301,100.87,328
2015년 05월 26일,608.9,5032.8,18041.54,2143.5,0.229,100,94.301,100.87,328
2015년 05월 27일,608.9,5106.6,18162.99,2107.5,0.229,100,94.301,100.87,328
2015년 05월 28일,608.9,5098,18126.12,2110.89,0.229,100,94.301,100.87,328
2015년 05월 29일,608.9,5070,18010.68,2114.8,0.229,100,94.301,100.87,328
2015년 06월 01일,599.6,5082.9,18040.37,2102.37,0.229,100.1,94.31,100.82,358
2015년 06월 02일,599.6,5076.5,18011.94,2078.64,0.229,100.1,94.31,100.82,358
2015년 06월 03일,599.6,5099.2,18076.27,2063.16,0.229,100.1,94.31,100.82,358
2015년 06월 04일,599.6,5059.1,17905.58,2072.86,0.229,100.1,94.31,100.82,358
2015년 06월 05일,599.6,5068.5,17849.46,2068.1,0.229,100.1,94.31,100.82,358
2015년 06월 08일,599.6,5021.6,17766.55,2065.19,0.229,100.1,94.31,100.82,358
2015년 06월 09일,599.6,5013.9,17764.04,2064.03,0.229,100.1,94.31,100.82,358
2015년 06월 10일,599.6,5076.7,18000.4,2051.32,0.229,100.1,94.31,100.82,358
2015년 06월 11일,599.6,5082.5,18039.37,2056.61,0.229,100.1,94.31,100.82,358
2015년 06월 12일,599.6,5051.1,17898.84,2052.17,0.229,100.1,94.31,100.82,358
2015년 06월 15일,599.6,5030,17791.17,2042.32,0.229,100.1,94.31,100.82,358
2015년 06월 16일,599.6,5055.5,17904.48,2028.72,0.229,100.1,94.31,100.82,358
2015년 06월 17일,599.6,5064.9,17935.74,2034.86,0.229,100.1,94.31,100.82,358
2015년 06월 18일,599.6,5133,18115.84,2041.88,0.229,100.1,94.31,100.82,358
2015년 06월 19일,599.6,5117,18015.95,2046.96,0.229,100.1,94.31,100.82,358
2015년 06월 22일,599.6,5154,18119.78,2055.16,0.229,100.1,94.31,100.82,358
2015년 06월 23일,599.6,5160.1,18144.07,2081.2,0.229,100.1,94.31,100.82,358
2015년 06월 24일,599.6,5122.4,17966.07,2085.53,0.229,100.1,94.31,100.82,358
2015년 06월 25일,599.6,5112.2,17890.36,2085.06,0.229,100.1,94.31,100.82,358
2015년 06월 26일,599.6,5080.5,17946.68,2090.26,0.229,100.1,94.31,100.82,358
2015년 06월 29일,599.6,4958.5,17596.35,2060.49,0.229,100.1,94.31,100.82,358
2015년 06월 30일,599.6,4986.9,17619.51,2074.2,0.229,100.1,94.31,100.82,358
2015년 07월 01일,604.7,5013.1,17757.91,2097.89,0.242,99.7,94.717,100.45,357
2015년 07월 02일,604.7,5009.2,17730.11,2097.89,0.242,99.7,94.717,100.45,357
2015년 07월 06일,604.7,4991.9,17683.58,2107.33,0.242,99.7,94.717,100.45,357
2015년 07월 07일,604.7,4997.5,17776.91,2104.41,0.242,99.7,94.717,100.45,357
2015년 07월 08일,604.7,4909.8,17515.42,2053.93,0.242,99.7,94.717,100.45,357
2015년 07월 09일,604.7,4922.4,17548.62,2040.29,0.242,99.7,94.717,100.45,357
2015년 07월 10일,604.7,4997.7,17760.41,2016.21,0.242,99.7,94.717,100.45,357
2015년 07월 13일,604.7,5071.5,17977.68,2027.81,0.242,99.7,94.717,100.45,357
2015년 07월 14일,604.7,5104.9,18053.58,2031.17,0.242,99.7,94.717,100.45,357
2015년 07월 15일,604.7,5098.9,18050.17,2061.52,0.242,99.7,94.717,100.45,357
2015년 07월 16일,604.7,5163.2,18120.25,2059.23,0.242,99.7,94.717,100.45,357
2015년 07월 17일,604.7,5210.1,18086.45,2072.91,0.242,99.7,94.717,100.45,357
2015년 07월 20일,604.7,5218.9,18100.41,2087.89,0.242,99.7,94.717,100.45,357
2015년 07월 21일,604.7,5208.1,17919.29,2076.79,0.242,99.7,94.717,100.45,357
2015년 07월 22일,604.7,5171.8,17851.04,2073.31,0.242,99.7,94.717,100.45,357
2015년 07월 23일,604.7,5146.4,17731.92,2083.62,0.242,99.7,94.717,100.45,357
2015년 07월 24일,604.7,5088.6,17568.53,2064.73,0.242,99.7,94.717,100.45,357
2015년 07월 27일,604.7,5039.8,17440.59,2065.07,0.242,99.7,94.717,100.45,357
2015년 07월 28일,604.7,5089.2,17630.27,2045.96,0.242,99.7,94.717,100.45,357
2015년 07월 29일,604.7,5111.7,17751.39,2038.81,0.242,99.7,94.717,100.45,357
2015년 07월 30일,604.7,5128.8,17745.98,2039.1,0.242,99.7,94.717,100.45,357
2015년 07월 31일,604.7,5128.3,17689.86,2037.62,0.242,99.7,94.717,100.45,357
2015년 08월 03일,595.2,5115.4,17598.2,2019.03,0.223,99.3,94.953,99.83,282
2015년 08월 04일,595.2,5105.5,17550.69,2030.16,0.223,99.3,94.953,99.83,282
2015년 08월 05일,595.2,5139.9,17540.47,2008.49,0.223,99.3,94.953,99.83,282
2015년 08월 06일,595.2,5056.4,17419.75,2027.99,0.223,99.3,94.953,99.83,282
2015년 08월 07일,595.2,5043.5,17373.38,2029.76,0.223,99.3,94.953,99.83,282
2015년 08월 10일,595.2,5101.8,17615.17,2013.29,0.223,99.3,94.953,99.83,282
2015년 08월 11일,595.2,5036.8,17402.84,2010.23,0.223,99.3,94.953,99.83,282
2015년 08월 12일,595.2,5044.4,17402.51,2003.17,0.223,99.3,94.953,99.83,282
2015년 08월 13일,595.2,5033.6,17408.25,1986.65,0.223,99.3,94.953,99.83,282
2015년 08월 14일,595.2,5048.2,17477.4,1975.47,0.223,99.3,94.953,99.83,282
