날짜,실거래가(평균),나스닥,다우존스,코스피,지가변동률,동행지수,소비자물가지수,생산자물가,거래량
2011년 01월 24일,611.7,2717.6,11980.52,2099.85,0.122,96.7,86.95,103.32,231
2011년 01월 25일,611.7,2719.3,11977.19,2096.48,0.122,96.7,86.95,103.32,231
2011년 01월 26일,611.7,2739.5,11985.44,2115.69,0.122,96.7,86.95,103.32,231
2011년 01월 27일,611.7,2755.3,11989.83,2106.66,0.122,96.7,86.95,103.32,231
2011년 01월 28일,611.7,2686.9,11823.7,2069.92,0.122,96.7,86.95,103.32,231
2011년 01월 31일,611.7,2700.1,11891.93,2082.16,0.122,96.7,86.95,103.32,231
2011년 02월 01일,584.2,2751.2,12040.16,2086.67,0.122,97.5,87.461,104.09,215
2011년 02월 02일,584.2,2749.6,12041.97,2110.46,0.122,97.5,87.461,104.09,215
2011년 02월 03일,584.2,2753.9,12062.26,2115.01,0.122,97.5,87.461,104.09,215
2011년 02월 04일,584.2,2769.3,12092.15,2107.87,0.122,97.5,87.461,104.09,215
2011년 02월 07일,584.2,2784,12161.63,2069.73,0.122,97.5,87.461,104.09,215
2011년 02월 08일,584.2,2797.1,12233.15,2072.03,0.122,97.5,87.461,104.09,215
2011년 02월 09일,584.2,2789.1,12239.89,2081.74,0.122,97.5,87.461,104.09,215
2011년 02월 10일,584.2,2790.4,12229.29,2069.7,0.122,97.5,87.461,104.09,215
2011년 02월 11일,584.2,2809.4,12273.26,2045.58,0.122,97.5,87.461,104.09,215
2011년 02월 14일,584.2,2817.2,12268.19,2008.5,0.122,97.5,87.461,104.09,215
2011년 02월 15일,584.2,2804.4,12226.64,1977.19,0.122,97.5,87.461,104.09,215
2011년 02월 16일,584.2,2825.6,12288.17,2014.59,0.122,97.5,87.461,104.09,215
2011년 02월 17일,584.2,2831.6,12318.14,2010.52,0.122,97.5,87.461,104.09,215
2011년 02월 18일,584.2,2833.9,12391.25,1989.11,0.122,97.5,87.461,104.09,215
2011년 02월 22일,584.2,2756.4,12212.79,1977.22,0.122,97.5,87.461,104.09,215
2011년 02월 23일,584.2,2723,12105.78,2013.14,0.122,97.5,87.461,104.09,215
2011년 02월 24일,584.2,2737.9,12068.5,2005.3,0.122,97.5,87.461,104.09,215
2011년 02월 25일,584.2,2781.1,12130.45,1969.92,0.122,97.5,87.461,104.09,215
2011년 02월 28일,584.2,2782.3,12226.34,1961.63,0.122,97.5,87.461,104.09,215
2011년 03월 01일,566.7,2737.4,12058.02,1949.88,0.154,98.1,87.801,105.34,174
2011년 03월 02일,566.7,2748.1,12066.8,1963.43,0.154,98.1,87.801,105.34,174
2011년 03월 03일,566.7,2798.7,12258.2,1939.3,0.154,98.1,87.801,105.34,174
2011년 03월 04일,566.7,2784.7,12169.88,1928.24,0.154,98.1,87.801,105.34,174
2011년 03월 07일,566.7,2745.6,12090.03,1970.66,0.154,98.1,87.801,105.34,174
2011년 03월 08일,566.7,2765.8,12214.38,2004.68,0.154,98.1,87.801,105.34,174
2011년 03월 09일,566.7,2751.7,12213.09,1980.27,0.154,98.1,87.801,105.34,174
2011년 03월 10일,566.7,2701,11984.61,1996.32,0.154,98.1,87.801,105.34,174
2011년 03월 11일,566.7,2715.6,12044.4,2001.47,0.154,98.1,87.801,105.34,174
2011년 03월 14일,566.7,2701,11993.16,1981.58,0.154,98.1,87.801,105.34,174
2011년 03월 15일,566.7,2667.3,11855.42,1955.54,0.154,98.1,87.801,105.34,174
2011년 03월 16일,566.7,2616.8,11613.3,1971.23,0.154,98.1,87.801,105.34,174
2011년 03월 17일,566.7,2636.1,11774.59,1923.92,0.154,98.1,87.801,105.34,174
2011년 03월 18일,566.7,2643.7,11858.52,1957.97,0.154,98.1,87.801,105.34,174
2011년 03월 21일,566.7,2692.1,12036.53,1959.03,0.154,98.1,87.801,105.34,174
2011년 03월 22일,566.7,2683.9,12018.63,1981.13,0.154,98.1,87.801,105.34,174
2011년 03월 23일,566.7,2698.3,12086.02,2003.42,0.154,98.1,87.801,105.34,174
2011년 03월 24일,566.7,2736.4,12170.56,2013.66,0.154,98.1,87.801,105.34,174
2011년 03월 25일,566.7,2743.1,12220.59,2012.18,0.154,98.1,87.801,105.34,174
2011년 03월 28일,566.7,2730.7,12197.88,2036.78,0.154,98.1,87.801,105.34,174
2011년 03월 29일,566.7,2756.9,12279.01,2054.04,0.154,98.1,87.801,105.34,174
2011년 03월 30일,566.7,2776.8,12350.61,2056.39,0.154,98.1,87.801,105.34,174
2011년 03월 31일,566.7,2781.1,12319.73,2072.13,0.154,98.1,87.801,105.34,174
2011년 04월 01일,570.9,2789.6,12376.72,2091.38,0.116,98,87.886,105.99,134
2011년 04월 04일,570.9,2789.2,12400.03,2106.7,0.116,98,87.886,105.99,134
2011년 04월 05일,570.9,2791.2,12393.9,2121.01,0.116,98,87.886,105.99,134
2011년 04월 06일,570.9,2799.8,12426.75,2115.87,0.116,98,87.886,105.99,134
2011년 04월 07일,570.9,2796.1,12409.49,2130.43,0.116,98,87.886,105.99,134
2011년 04월 08일,570.9,2780.4,12380.05,2126.71,0.116,98,87.886,105.99,134
2011년 04월 11일,570.9,2771.5,12381.11,2122.14,0.116,98,87.886,105.99,134
2011년 04월 12일,570.9,2744.8,12263.58,2127.97,0.116,98,87.886,105.99,134
2011년 04월 13일,570.9,2761.5,12270.99,2122.39,0.116,98,87.886,105.99,134
2011년 04월 14일,570.9,2760.2,12285.15,2089.4,0.116,98,87.886,105.99,134
2011년 04월 15일,570.9,2764.6,12341.83,2121.92,0.116,98,87.886,105.99,134
2011년 04월 18일,570.9,2735.4,12201.59,2141.06,0.116,98,87.886,105.99,134
2011년 04월 19일,570.9,2745,12266.75,2140.5,0.116,98,87.886,105.99,134
2011년 04월 20일,570.9,2802.5,12453.54,2137.72,0.116,98,87.886,105.99,134
2011년 04월 21일,570.9,2820.2,12505.99,2122.68,0.116,98,87.886,105.99,134
2011년 04월 25일,570.9,2825.9,12479.88,2169.91,0.116,98,87.886,105.99,134
2011년 04월 26일,570.9,2847.5,12595.37,2198.54,0.116,98,87.886,105.99,134
2011년 04월 27일,570.9,2869.9,12690.96,2197.82,0.116,98,87.886,105.99,134
2011년 04월 28일,570.9,2872.5,12763.31,2216,0.116,98,87.886,105.99,134
2011년 04월 29일,570.9,2873.5,12810.54,2206.3,0.116,98,87.886,105.99,134
2011년 05월 02일,573.6,2864.1,12807.36,2206.7,0.088,98.9,88.057,106.31,123
2011년 05월 03일,573.6,2841.6,12807.51,2208.35,0.088,98.9,88.057,106.31,123
2011년 05월 04일,573.6,2828.2,12723.58,2192.36,0.088,98.9,88.057,106.31,123
2011년 05월 05일,573.6,2814.7,12584.17,2228.96,0.088,98.9,88.057,106.31,123
2011년 05월 06일,573.6,2827.6,12638.74,2200.73,0.088,98.9,88.057,106.31,123
2011년 05월 09일,573.6,2843.3,12684.68,2180.64,0.088,98.9,88.057,106.31,123
2011년 05월 10일,573.6,2871.9,12760.36,2147.45,0.088,98.9,88.057,106.31,123
2011년 05월 11일,573.6,2845.1,12630.03,2139.17,0.088,98.9,88.057,106.31,123
2011년 05월 12일,573.6,2863,12695.92,2166.63,0.088,98.9,88.057,106.31,123
2011년 05월 13일,573.6,2828.5,12595.75,2122.65,0.088,98.9,88.057,106.31,123
2011년 05월 16일,573.6,2782.3,12548.37,2120.08,0.088,98.9,88.057,106.31,123
2011년 05월 17일,573.6,2783.2,12479.58,2104.18,0.088,98.9,88.057,106.31,123
2011년 05월 18일,573.6,2815,12560.18,2102.41,0.088,98.9,88.057,106.31,123
2011년 05월 19일,573.6,2823.3,12605.32,2135.78,0.088,98.9,88.057,106.31,123
2011년 05월 20일,573.6,2803.3,12512.04,2095.51,0.088,98.9,88.057,106.31,123
2011년 05월 23일,573.6,2758.9,12381.26,2111.5,0.088,98.9,88.057,106.31,123
2011년 05월 24일,573.6,2746.2,12356.21,2055.71,0.088,98.9,88.057,106.31,123
2011년 05월 25일,573.6,2761.4,12394.66,2061.76,0.088,98.9,88.057,106.31,123
2011년 05월 26일,573.6,2782.9,12402.76,2035.87,0.088,98.9,88.057,106.31,123
2011년 05월 27일,573.6,2796.9,12441.58,2091.91,0.088,98.9,88.057,106.31,123
2011년 05월 31일,573.6,2835.3,12569.79,2100.24,0.088,98.9,88.057,106.31,123
2011년 06월 01일,576.8,2769.2,12290.14,2093.79,0.074,99.7,88.227,106.07,122
2011년 06월 02일,576.8,2773.3,12248.55,2142.47,0.074,99.7,88.227,106.07,122
2011년 06월 03일,576.8,2732.8,12151.26,2141.34,0.074,99.7,88.227,106.07,122
2011년 06월 06일,576.8,2702.6,12089.96,2114.2,0.074,99.7,88.227,106.07,122
2011년 06월 07일,576.8,2701.6,12070.81,2113.47,0.074,99.7,88.227,106.07,122
2011년 06월 08일,576.8,2675.4,12048.94,2099.71,0.074,99.7,88.227,106.07,122
2011년 06월 09일,576.8,2684.9,12124.36,2083.35,0.074,99.7,88.227,106.07,122
2011년 06월 10일,576.8,2643.7,11951.91,2071.42,0.074,99.7,88.227,106.07,122
2011년 06월 13일,576.8,2639.7,11952.97,2046.67,0.074,99.7,88.227,106.07,122
2011년 06월 14일,576.8,2678.7,12076.11,2048.74,0.074,99.7,88.227,106.07,122
2011년 06월 15일,576.8,2631.5,11897.27,2076.83,0.074,99.7,88.227,106.07,122
2011년 06월 16일,576.8,2623.7,11961.52,2086.53,0.074,99.7,88.227,106.07,122
2011년 06월 17일,576.8,2616.5,12004.36,2046.63,0.074,99.7,88.227,106.07,122
2011년 06월 20일,576.8,2629.7,12080.38,2031.93,0.074,99.7,88.227,106.07,122
2011년 06월 21일,576.8,2687.3,12190.01,2019.65,0.074,99.7,88.227,106.07,122
2011년 06월 22일,576.8,2669.2,12109.67,2048.17,0.074,99.7,88.227,106.07,122
2011년 06월 23일,576.8,2686.8,12050,2063.9,0.074,99.7,88.227,106.07,122
2011년 06월 24일,576.8,2652.9,11934.58,2055.86,0.074,99.7,88.227,106.07,122
2011년 06월 27일,576.8,2688.3,12043.56,2090.81,0.074,99.7,88.227,106.07,122
2011년 06월 28일,576.8,2729.3,12188.69,2070.29,0.074,99.7,88.227,106.07,122
2011년 06월 29일,576.8,2740.5,12261.42,2062.91,0.074,99.7,88.227,106.07,122
2011년 06월 30일,576.8,2773.5,12414.34,2094.42,0.074,99.7,88.227,106.07,122
2011년 07월 01일,614.5,2816,12582.77,2100.69,0.067,100.6,88.654,106.21,139
2011년 07월 05일,614.5,2825.8,12569.87,2125.74,0.067,100.6,88.654,106.21,139
2011년 07월 06일,614.5,2834,12626.02,2145.3,0.067,100.6,88.654,106.21,139
2011년 07월 07일,614.5,2872.7,12719.49,2161.75,0.067,100.6,88.654,106.21,139
2011년 07월 08일,614.5,2859.8,12657.2,2171.19,0.067,100.6,88.654,106.21,139
2011년 07월 11일,614.5,2802.6,12505.76,2180.59,0.067,100.6,88.654,106.21,139
2011년 07월 12일,614.5,2781.9,12446.88,2180.35,0.067,100.6,88.654,106.21,139
2011년 07월 13일,614.5,2796.9,12491.61,2157.16,0.067,100.6,88.654,106.21,139
2011년 07월 14일,614.5,2762.7,12437.12,2109.73,0.067,100.6,88.654,106.21,139
2011년 07월 15일,614.5,2789.8,12479.73,2129.64,0.067,100.6,88.654,106.21,139
2011년 07월 18일,614.5,2765.1,12385.16,2130.07,0.067,100.6,88.654,106.21,139
2011년 07월 19일,614.5,2826.5,12587.42,2145.2,0.067,100.6,88.654,106.21,139
2011년 07월 20일,614.5,2814.2,12571.91,2130.48,0.067,100.6,88.654,106.21,139
2011년 07월 21일,614.5,2834.4,12724.41,2130.21,0.067,100.6,88.654,106.21,139
2011년 07월 22일,614.5,2858.8,12681.16,2154.95,0.067,100.6,88.654,106.21,139
2011년 07월 25일,614.5,2842.8,12592.8,2145.04,0.067,100.6,88.654,106.21,139
2011년 07월 26일,614.5,2840,12501.3,2171.23,0.067,100.6,88.654,106.21,139
2011년 07월 27일,614.5,2764.8,12302.55,2150.48,0.067,100.6,88.654,106.21,139
2011년 07월 28일,614.5,2766.3,12240.11,2168.7,0.067,100.6,88.654,106.21,139
2011년 07월 29일,614.5,2756.4,12143.24,2174.31,0.067,100.6,88.654,106.21,139
2011년 08월 01일,571.5,2744.6,12132.49,2155.85,0.052,101.7,89.25,106.35,151
2011년 08월 02일,571.5,2669.2,11866.62,2133.21,0.052,101.7,89.25,106.35,151
2011년 08월 03일,571.5,2693.1,11896.44,2172.31,0.052,101.7,89.25,106.35,151
2011년 08월 04일,571.5,2556.4,11383.68,2121.27,0.052,101.7,89.25,106.35,151
2011년 08월 05일,571.5,2532.4,11444.61,2066.26,0.052,101.7,89.25,106.35,151
2011년 08월 08일,571.5,2357.7,10809.85,2018.47,0.052,101.7,89.25,106.35,151
2011년 08월 09일,571.5,2482.5,11239.77,1943.75,0.052,101.7,89.25,106.35,151
2011년 08월 10일,571.5,2381.1,10719.94,1869.45,0.052,101.7,89.25,106.35,151
2011년 08월 11일,571.5,2492.7,11143.31,1801.35,0.052,101.7,89.25,106.35,151
2011년 08월 12일,571.5,2508,11269.02,1806.24,0.052,101.7,89.25,106.35,151
2011년 08월 15일,571.5,2555.2,11482.9,1817.44,0.052,101.7,89.25,106.35,151
2011년 08월 16일,571.5,2523.4,11405.93,1793.31,0.052,101.7,89.25,106.35,151
2011년 08월 17일,571.5,2511.5,11410.21,1879.87,0.052,101.7,89.25,106.35,151
2011년 08월 18일,571.5,2380.4,10990.58,1892.67,0.052,101.7,89.25,106.35,151
2011년 08월 19일,571.5,2341.8,10817.65,1860.58,0.052,101.7,89.25,106.35,151
2011년 08월 22일,571.5,2345.4,10854.65,1744.88,0.052,101.7,89.25,106.35,151
2011년 08월 23일,571.5,2446.1,11176.76,1710.7,0.052,101.7,89.25,106.35,151
2011년 08월 24일,571.5,2467.7,11320.71,1776.68,0.052,101.7,89.25,106.35,151
2011년 08월 25일,571.5,2419.6,11149.82,1754.78,0.052,101.7,89.25,106.35,151
2011년 08월 26일,571.5,2479.9,11284.54,1764.58,0.052,101.7,89.25,106.35,151
2011년 08월 29일,571.5,2562.1,11539.25,1778.95,0.052,101.7,89.25,106.35,151
2011년 08월 30일,571.5,2576.1,11559.95,1829.5,0.052,101.7,89.25,106.35,151
2011년 08월 31일,571.5,2579.5,11613.53,1843.82,0.052,101.7,89.25,106.35,151
2011년 09월 01일,577.3,2546,11493.57,1880.11,0.049,102,89.164,106.43,157
2011년 09월 02일,577.3,2480.3,11240.26,1880.7,0.049,102,89.164,106.43,157
2011년 09월 06일,577.3,2473.8,11139.3,1867.75,0.049,102,89.164,106.43,157
2011년 09월 07일,577.3,2548.9,11414.86,1785.83,0.049,102,89.164,106.43,157
2011년 09월 08일,577.3,2529.1,11295.81,1766.71,0.049,102,89.164,106.43,157
2011년 09월 09일,577.3,2468,10992.13,1833.46,0.049,102,89.164,106.43,157
2011년 09월 12일,577.3,2495.1,11061.12,1846.64,0.049,102,89.164,106.43,157
2011년 09월 13일,577.3,2532.1,11105.85,1812.93,0.049,102,89.164,106.43,157
2011년 09월 14일,577.3,2572.6,11246.73,1749.16,0.049,102,89.164,106.43,157
2011년 09월 15일,577.3,2607.1,11433.18,1774.08,0.049,102,89.164,106.43,157
2011년 09월 16일,577.3,2622.3,11509.09,1840.1,0.049,102,89.164,106.43,157
2011년 09월 19일,577.3,2612.8,11401.01,1820.94,0.049,102,89.164,106.43,157
2011년 09월 20일,577.3,2590.2,11408.66,1837.97,0.049,102,89.164,106.43,157
2011년 09월 21일,577.3,2538.2,11124.84,1854.28,0.049,102,89.164,106.43,157
2011년 09월 22일,577.3,2455.7,10733.83,1800.55,0.049,102,89.164,106.43,157
2011년 09월 23일,577.3,2483.2,10771.48,1697.44,0.049,102,89.164,106.43,157
2011년 09월 26일,577.3,2516.7,11043.86,1652.71,0.049,102,89.164,106.43,157
2011년 09월 27일,577.3,2546.8,11190.69,1735.71,0.049,102,89.164,106.43,157
2011년 09월 28일,577.3,2491.6,11010.9,1723.09,0.049,102,89.164,106.43,157
2011년 09월 29일,577.3,2480.8,11153.98,1769.29,0.049,102,89.164,106.43,157
2011년 09월 30일,577.3,2415.4,10913.38,1769.65,0.049,102,89.164,106.43,157
2011년 10월 03일,592.3,2335.8,10655.3,1706.19,0.043,102.5,89.079,106.33,129
2011년 10월 04일,592.3,2404.8,10808.71,1666.52,0.043,102.5,89.079,106.33,129
2011년 10월 05일,592.3,2460.5,10939.95,1710.32,0.043,102.5,89.079,106.33,129
2011년 10월 06일,592.3,2506.8,11123.33,1759.77,0.043,102.5,89.079,106.33,129
2011년 10월 07일,592.3,2479.4,11103.12,1766.44,0.043,102.5,89.079,106.33,129
2011년 10월 10일,592.3,2566.1,11433.18,1795.02,0.043,102.5,89.079,106.33,129
2011년 10월 11일,592.3,2583,11416.3,1809.5,0.043,102.5,89.079,106.33,129
2011년 10월 12일,592.3,2604.7,11518.85,1823.1,0.043,102.5,89.079,106.33,129
2011년 10월 13일,592.3,2620.2,11478.13,1835.4,0.043,102.5,89.079,106.33,129
2011년 10월 14일,592.3,2667.9,11644.49,1865.18,0.043,102.5,89.079,106.33,129
2011년 10월 17일,592.3,2614.9,11397,1838.9,0.043,102.5,89.079,106.33,129
2011년 10월 18일,592.3,2657.4,11577.05,1855.92,0.043,102.5,89.079,106.33,129
2011년 10월 19일,592.3,2604,11504.62,1805.09,0.043,102.5,89.079,106.33,129
2011년 10월 20일,592.3,2598.6,11541.78,1838.38,0.043,102.5,89.079,106.33,129
2011년 10월 21일,592.3,2637.5,11808.79,1898.32,0.043,102.5,89.079,106.33,129
2011년 10월 24일,592.3,2699.4,11913.62,1888.65,0.043,102.5,89.079,106.33,129
2011년 10월 25일,592.3,2638.4,11706.62,1894.31,0.043,102.5,89.079,106.33,129
2011년 10월 26일,592.3,2650.7,11869.04,1922.04,0.043,102.5,89.079,106.33,129
2011년 10월 27일,592.3,2738.6,12208.55,1929.48,0.043,102.5,89.079,106.33,129
2011년 10월 28일,592.3,2737.1,12231.11,1909.03,0.043,102.5,89.079,106.33,129
2011년 10월 31일,592.3,2684.4,11955.01,1909.63,0.043,102.5,89.079,106.33,129
2011년 11월 01일,588.1,2607,11657.96,1898.01,0.037,102,89.079,105.99,117
2011년 11월 02일,588.1,2640,11836.04,1869.96,0.037,102,89.079,105.99,117
2011년 11월 03일,588.1,2698,12044.47,1928.41,0.037,102,89.079,105.99,117
2011년 11월 04일,588.1,2686.1,11983.24,1919.1,0.037,102,89.079,105.99,117
2011년 11월 07일,588.1,2695.3,12068.39,1903.14,0.037,102,89.079,105.99,117
2011년 11월 08일,588.1,2727.5,12170.18,1907.53,0.037,102,89.079,105.99,117
2011년 11월 09일,588.1,2621.6,11780.94,1813.25,0.037,102,89.079,105.99,117
2011년 11월 10일,588.1,2625.1,11893.79,1863.45,0.037,102,89.079,105.99,117
2011년 11월 11일,588.1,2678.8,12153.68,1902.81,0.037,102,89.079,105.99,117
2011년 11월 14일,588.1,2657.2,12078.98,1886.12,0.037,102,89.079,105.99,117
2011년 11월 15일,588.1,2686.2,12096.16,1856.07,0.037,102,89.079,105.99,117
2011년 11월 16일,588.1,2639.6,11905.59,1876.67,0.037,102,89.079,105.99,117
2011년 11월 17일,588.1,2588,11770.73,1839.17,0.037,102,89.079,105.99,117
2011년 11월 18일,588.1,2572.5,11796.16,1820.03,0.037,102,89.079,105.99,117
2011년 11월 21일,588.1,2523.1,11547.31,1826.28,0.037,102,89.079,105.99,117
2011년 11월 22일,588.1,2521.3,11493.72,1783.1,0.037,102,89.079,105.99,117
2011년 11월 23일,588.1,2460.1,11257.55,1795.06,0.037,102,89.079,105.99,117
2011년 11월 25일,588.1,2441.5,11231.78,1776.4,0.037,102,89.079,105.99,117
2011년 11월 28일,588.1,2527.3,11523.01,1815.28,0.037,102,89.079,105.99,117
2011년 11월 29일,588.1,2515.5,11555.63,1856.52,0.037,102,89.079,105.99,117
2011년 11월 30일,588.1,2620.3,12045.68,1847.51,0.037,102,89.079,105.99,117
2011년 12월 01일,609.5,2626.2,12020.03,1916.18,0.038,102,89.335,106.09,119
2011년 12월 02일,609.5,2626.9,12019.42,1916.04,0.038,102,89.335,106.09,119
2011년 12월 05일,609.5,2655.8,12097.83,1922.9,0.038,102,89.335,106.09,119
2011년 12월 06일,609.5,2649.6,12150.13,1902.82,0.038,102,89.335,106.09,119
2011년 12월 07일,609.5,2649.2,12196.37,1919.42,0.038,102,89.335,106.09,119
2011년 12월 08일,609.5,2596.4,11997.7,1912.39,0.038,102,89.335,106.09,119
2011년 12월 09일,609.5,2646.9,12184.26,1874.75,0.038,102,89.335,106.09,119
2011년 12월 12일,609.5,2612.3,12021.39,1899.76,0.038,102,89.335,106.09,119
2011년 12월 13일,609.5,2579.3,11954.94,1864.06,0.038,102,89.335,106.09,119
2011년 12월 14일,609.5,2539.3,11823.48,1857.75,0.038,102,89.335,106.09,119
2011년 12월 15일,609.5,2541,11868.81,1819.11,0.038,102,89.335,106.09,119
2011년 12월 16일,609.5,2555.3,11866.39,1839.96,0.038,102,89.335,106.09,119
2011년 12월 19일,609.5,2523.1,11766.26,1776.93,0.038,102,89.335,106.09,119
2011년 12월 20일,609.5,2603.7,12103.58,1793.06,0.038,102,89.335,106.09,119
2011년 12월 21일,609.5,2578,12107.74,1848.41,0.038,102,89.335,106.09,119
2011년 12월 22일,609.5,2599.4,12169.65,1847.49,0.038,102,89.335,106.09,119
2011년 12월 23일,609.5,2618.6,12294,1867.22,0.038,102,89.335,106.09,119
2011년 12월 27일,609.5,2625.2,12291.35,1856.7,0.038,102,89.335,106.09,119
2011년 12월 28일,609.5,2590,12151.41,1842.02,0.038,102,89.335,106.09,119
2011년 12월 29일,609.5,2613.7,12287.04,1825.12,0.038,102,89.335,106.09,119
2011년 12월 30일,609.5,2605.1,12217.56,1825.74,0.038,102,89.335,106.09,119
2012년 01월 03일,575.7,2648.7,12397.38,1826.37,0.031,101.9,89.829,106.64,89
2012년 01월 04일,575.7,2648.4,12418.42,1826.37,0.031,101.9,89.829,106.64,89
2012년 01월 05일,575.7,2669.9,12415.7,1826.37,0.031,101.9,89.829,106.64,89
2012년 01월 06일,575.7,2674.2,12359.92,1875.41,0.031,101.9,89.829,106.64,89
2012년 01월 09일,575.7,2676.6,12392.69,1866.22,0.031,101.9,89.829,106.64,89
2012년 01월 10일,575.7,2702.5,12462.47,1863.74,0.031,101.9,89.829,106.64,89
2012년 01월 11일,575.7,2710.8,12449.45,1843.14,0.031,101.9,89.829,106.64,89
2012년 01월 12일,575.7,2724.7,12471.02,1826.49,0.031,101.9,89.829,106.64,89
2012년 01월 13일,575.7,2710.7,12422.06,1853.22,0.031,101.9,89.829,106.64,89
2012년 01월 17일,575.7,2728.1,12482.07,1845.55,0.031,101.9,89.829,106.64,89
2012년 01월 18일,575.7,2769.7,12578.95,1864.57,0.031,101.9,89.829,106.64,89
2012년 01월 19일,575.7,2788.3,12623.98,1875.68,0.031,101.9,89.829,106.64,89
2012년 01월 20일,575.7,2786.7,12720.48,1859.27,0.031,101.9,89.829,106.64,89
2012년 01월 23일,575.7,2784.2,12708.82,1892.74,0.031,101.9,89.829,106.64,89
2012년 01월 24일,575.7,2786.6,12675.75,1892.39,0.031,101.9,89.829,106.64,89
2012년 01월 25일,575.7,2818.3,12756.96,1914.97,0.031,101.9,89.829,106.64,89
2012년 01월 26일,575.7,2805.3,12734.63,1949.89,0.031,101.9,89.829,106.64,89
2012년 01월 27일,575.7,2816.6,12660.46,1952.23,0.031,101.9,89.829,106.64,89
2012년 01월 30일,575.7,2811.9,12653.72,1957.18,0.031,101.9,89.829,106.64,89
2012년 01월 31일,575.7,2813.8,12632.91,1964.83,0.031,101.9,89.829,106.64,89
2012년 02월 01일,570.6,2848.3,12716.46,1940.55,0.045,102,90.203,107.37,141
2012년 02월 02일,570.6,2859.7,12705.41,1955.79,0.045,102,90.203,107.37,141
2012년 02월 03일,570.6,2905.7,12862.23,1959.24,0.045,102,90.203,107.37,141
2012년 02월 06일,570.6,2902,12845.13,1984.3,0.045,102,90.203,107.37,141
2012년 02월 07일,570.6,2904.1,12878.2,1972.34,0.045,102,90.203,107.37,141
2012년 02월 08일,570.6,2915.9,12883.95,1973.13,0.045,102,90.203,107.37,141
2012년 02월 09일,570.6,2927.2,12890.46,1981.59,0.045,102,90.203,107.37,141
2012년 02월 10일,570.6,2903.9,12801.23,2003.73,0.045,102,90.203,107.37,141
2012년 02월 13일,570.6,2931.4,12874.04,2014.62,0.045,102,90.203,107.37,141
2012년 02월 14일,570.6,2931.8,12878.28,1993.71,0.045,102,90.203,107.37,141
2012년 02월 15일,570.6,2915.8,12780.95,2005.74,0.045,102,90.203,107.37,141
2012년 02월 16일,570.6,2959.9,12904.08,2002.64,0.045,102,90.203,107.37,141
2012년 02월 17일,570.6,2951.8,12949.87,2025.32,0.045,102,90.203,107.37,141
2012년 02월 21일,570.6,2948.6,12965.69,1997.45,0.045,102,90.203,107.37,141
2012년 02월 22일,570.6,2933.2,12938.67,2023.47,0.045,102,90.203,107.37,141
2012년 02월 23일,570.6,2957,12984.69,2024.9,0.045,102,90.203,107.37,141
2012년 02월 24일,570.6,2963.8,12982.95,2024.24,0.045,102,90.203,107.37,141
2012년 02월 27일,570.6,2966.2,12981.51,2028.65,0.045,102,90.203,107.37,141
2012년 02월 28일,570.6,2986.8,13005.12,2007.8,0.045,102,90.203,107.37,141
2012년 02월 29일,570.6,2966.9,12952.07,2019.89,0.045,102,90.203,107.37,141
2012년 03월 01일,564.7,2989,12980.3,1991.16,0.098,102.3,90.322,107.9,131
2012년 03월 02일,564.7,2976.2,12977.57,2003.69,0.098,102.3,90.322,107.9,131
2012년 03월 05일,564.7,2950.5,12962.81,2030.25,0.098,102.3,90.322,107.9,131
2012년 03월 06일,564.7,2910.3,12759.15,2034.63,0.098,102.3,90.322,107.9,131
